sample_id,cover_path,secret_path,stego_path,revealed_path,psnr_cover_stego,psnr_secret_revealed,ssim_secret_revealed
sample_1,d:/Stegen/pytorch-Deep-Steganography/example_pics\ILSVRC2012_val_00048985.JPEG,d:/Stegen/pytorch-Deep-Steganography/example_pics\ILSVRC2012_val_00049093.JPEG,d:/Stegen/analysis\inference\sample_1\stego.png,d:/Stegen/analysis\inference\sample_1\revealed.png,8.569222702418829,26.53210450068447,0.7683726329968158
sample_2,d:/Stegen/pytorch-Deep-Steganography/example_pics\ILSVRC2012_val_00049018.JPEG,d:/Stegen/pytorch-Deep-Steganography/example_pics\ILSVRC2012_val_00049776.JPEG,d:/Stegen/analysis\inference\sample_2\stego.png,d:/Stegen/analysis\inference\sample_2\revealed.png,33.143613110378965,30.946406110960197,0.8335437798251015
sample_3,d:/Stegen/pytorch-Deep-Steganography/example_pics\ILSVRC2012_val_00049023.JPEG,d:/Stegen/pytorch-Deep-Steganography/example_pics\ILSVRC2012_val_00049816.JPEG,d:/Stegen/analysis\inference\sample_3\stego.png,d:/Stegen/analysis\inference\sample_3\revealed.png,9.422046067217293,14.273387396758913,0.3550840109993468
sample_4,d:/Stegen/pytorch-Deep-Steganography/example_pics\ILSVRC2012_val_00049043.JPEG,d:/Stegen/pytorch-Deep-Steganography/example_pics\ILSVRC2012_val_00049827.JPEG,d:/Stegen/analysis\inference\sample_4\stego.png,d:/Stegen/analysis\inference\sample_4\revealed.png,10.46865233561028,8.434169435495262,0.3384975079292385
