setting,mean_psnr_cover_stego,mean_psnr_secret_revealed,mean_ssim_secret_revealed,mean_runtime_ms
A_no_password,15.48842396233784,20.499125298571563,0.6333360993521807,1013.0152000056114
B_password_correct,15.400883553906342,20.04651686097471,0.5738744829376257,1410.690600052476
C_password_wrong,15.400883553906342,10.487501913307517,0.06045504386077022,974.0998999914154
